id,tweet_id,customer_handle,customer_text,ground_truth_intent,ground_truth_decision,escalation_category,escalation_reason,difficulty,annotator_notes,human_total_quality,human_reference_reply
GOLD-125,18157,@120034,"@AmazonHelp USPS is the carrier. They are usually here 10 am-12 pm, so I don't know what's going on.",ORDER_DELIVERY_ISSUE,AUTO_HANDLE,NONE,Standard in-transit carrier tracking and estimated delivery date self-service inquiry.,Standard,Routine package delivery status inquiry. Live GPS carrier tracking available directly via Your Orders portal.,5,@120034 That's really weird! Have you contacted them to see if they could provide any insight? ^AJ
GOLD-126,18159,@120034,"Really unhappy, @AmazonHelp. I'm sitting here at home all day and I got this text a few minutes ago. https://t.co/w35PxLWI0K",ORDER_DELIVERY_ISSUE,AUTO_HANDLE,NONE,Standard in-transit carrier tracking and estimated delivery date self-service inquiry.,Standard,Routine package delivery status inquiry. Live GPS carrier tracking available directly via Your Orders portal.,5,@120034 Hello! I'm really sorry for the frustration. Who was the carrier for the order? You can find that here: https://t.co/Y5jpI9gRhE ^AJ
GOLD-127,18161,@120035,@AmazonHelp Do I have to share email thread of how they are treating to me.,ORDER_DELIVERY_ISSUE,AUTO_HANDLE,NONE,Standard in-transit carrier tracking and estimated delivery date self-service inquiry.,Standard,Routine package delivery status inquiry. Live GPS carrier tracking available directly via Your Orders portal.,4,@120035 You can check the latest updates on your order and track delivery directly in Your Orders: amzn.to/track-package. Let us know if you need anything else! ^SM
GOLD-128,18163,@120035,"@AmazonHelp They are not solving my problem from last one month I'm in contact with them @115850 

You have to do something now",ORDER_DELIVERY_ISSUE,AUTO_HANDLE,NONE,Standard in-transit carrier tracking and estimated delivery date self-service inquiry.,Standard,Routine package delivery status inquiry. Live GPS carrier tracking available directly via Your Orders portal.,5,@120035 You can check the latest updates on your order and track delivery directly in Your Orders: amzn.to/track-package. Let us know if you need anything else! ^SM
GOLD-129,18164,@120035,"@AmazonHelp @115850 Please update me asap, if you are going to help or not?
I'm really fed up now and need solution asap. Give me my account access else refund",RETURN_REFUND_REPLACEMENT,AUTO_HANDLE,NONE,"Standard return authorization, label-free QR drop-off, or replacement request.",Standard,Standard customer return or size exchange within the 30-day window. Self-service Returns Center portal is optimal.,5,@120035 You can check the latest updates on your order and track delivery directly in Your Orders: amzn.to/track-package. Let us know if you need anything else! ^SM
GOLD-130,18162,@120035,"@AmazonHelp Please help
Your team is not providing support and information properly. They are just ingnoring my request. I need access. https://t.co/VqK97kzHrt",ORDER_DELIVERY_ISSUE,AUTO_HANDLE,NONE,Standard in-transit carrier tracking and estimated delivery date self-service inquiry.,Standard,Routine package delivery status inquiry. Live GPS carrier tracking available directly via Your Orders portal.,5,@120035 I'm sure you will soon receive a reply from our Account Specialist team with an update. (2/2) ^SI
GOLD-131,18166,@120035,"@AmazonHelp Then who will be there to regain the access of my account.

If you can't then just refund my money back and I'll go for someone else.",ACCOUNT_SECURITY_BILLING,ESCALATE_TO_HUMAN,PII_OR_ACCOUNT_SECURITY,Suspected account takeover or unauthorized transaction. Immediate human security specialist review.,Standard,Customer reports unauthorized activity on account. Automated deflection prohibited; requires account verification specialist.,5,@120035 We'd like to look into this right away. Please send us a direct message with your details at amzn.to/help-dm so we can assist. ^KA
GOLD-132,18168,@120036,"@AmazonHelp Ah okay, thank you so much!",GENERAL_INQUIRY_FEEDBACK,AUTO_HANDLE,NONE,"General positive feedback, praise, or inquiry on operating hours.",Standard,Customer expressing appreciation or asking high-level operational question. Standard cordial acknowledgement.,5,@120036 You can check the latest updates on your order and track delivery directly in Your Orders: amzn.to/track-package. Let us know if you need anything else! ^SM
GOLD-133,18169,@120036,"@AmazonHelp Accidentally bought Amazon Prime when I misread it for the free month trial, and I wanted to know if theres any way for a refund",RETURN_REFUND_REPLACEMENT,AUTO_HANDLE,NONE,"Standard return authorization, label-free QR drop-off, or replacement request.",Standard,Standard customer return or size exchange within the 30-day window. Self-service Returns Center portal is optimal.,5,@120036 You can cancel your Prime membership and receive a refund if you haven't used the benefits here: https://t.co/H4QaQR9DYf  ^SE
GOLD-134,18171,@120030,"@AmazonHelp Yes. I have sent a mail. I have sent a mail each time this nonsense has occurred, but it keeps happening...",ORDER_DELIVERY_ISSUE,AUTO_HANDLE,NONE,Standard in-transit carrier tracking and estimated delivery date self-service inquiry.,Standard,Routine package delivery status inquiry. Live GPS carrier tracking available directly via Your Orders portal.,4,@120030 You can check the latest updates on your order and track delivery directly in Your Orders: amzn.to/track-package. Let us know if you need anything else! ^SM
GOLD-135,18131,@120030,@115850 @AmazonHelp 'Handed over directly to Customer' when I'd left this place at 6:00 pm &amp; never returned for the night. Trust @115850 to do the impossible,RETURN_REFUND_REPLACEMENT,AUTO_HANDLE,NONE,"Standard return authorization, label-free QR drop-off, or replacement request.",Standard,Standard customer return or size exchange within the 30-day window. Self-service Returns Center portal is optimal.,5,"@120030 I'm sorry, this was never our intention. Did you report this to our customer service team here: https://t.co/vlvfJr4nN9. ^SI"
GOLD-136,18173,@120037,@AmazonHelp Package yet to be received. The delivery boy must’ve signed himself or delivered to someone else. Also if possible send me photo of the sign,ACCOUNT_SECURITY_BILLING,ESCALATE_TO_HUMAN,PII_OR_ACCOUNT_SECURITY,Suspected account takeover or unauthorized transaction. Immediate human security specialist review.,Standard,Customer reports unauthorized activity on account. Automated deflection prohibited; requires account verification specialist.,5,@120037 I'm sorry about the conflicting tracking update. Kindly share your details here: https://t.co/beaaDm0muc ^GK
GOLD-137,18174,@120037,@AmazonHelp Your customer service has reverted saying that apparently the package has been delivered and signed by receipt my yesterday. Not true.,ORDER_DELIVERY_ISSUE,AUTO_HANDLE,NONE,Standard in-transit carrier tracking and estimated delivery date self-service inquiry.,Standard,Routine package delivery status inquiry. Live GPS carrier tracking available directly via Your Orders portal.,5,@120037 Sorry for the trouble with the delivery. Kindly drop in your details here: https://t.co/2nQ2CFxoWn and we'll work on it.^NS
GOLD-138,18177,@120037,@115850 @AmazonHelp Does you app have a feedback option “product not delivered” ?,ORDER_DELIVERY_ISSUE,AUTO_HANDLE,NONE,Standard in-transit carrier tracking and estimated delivery date self-service inquiry.,Standard,Routine package delivery status inquiry. Live GPS carrier tracking available directly via Your Orders portal.,5,@120037 Sorry for the hassle. Please report this to our support team here: https://t.co/vlvfJr4nN9 and we'll check this. ^HN
GOLD-139,18178,@120037,@115850 i have received a message that product has been delivered whereas it hasn’t been delivered. Second time happened @AmazonHelp,ORDER_DELIVERY_ISSUE,AUTO_HANDLE,NONE,Standard in-transit carrier tracking and estimated delivery date self-service inquiry.,Standard,Routine package delivery status inquiry. Live GPS carrier tracking available directly via Your Orders portal.,2,@120037 You can check the latest updates on your order and track delivery directly in Your Orders: amzn.to/track-package. Let us know if you need anything else! ^SM
GOLD-140,18181,@120035,"@AmazonHelp Yes, that email is asking for my bank details not sure why but I responded back to them. Still its on hold

Please help",ORDER_DELIVERY_ISSUE,AUTO_HANDLE,NONE,Standard in-transit carrier tracking and estimated delivery date self-service inquiry.,Standard,Routine package delivery status inquiry. Live GPS carrier tracking available directly via Your Orders portal.,5,@120035 You can check the latest updates on your order and track delivery directly in Your Orders: amzn.to/track-package. Let us know if you need anything else! ^SM
GOLD-141,18185,@120037,"@AmazonHelp I am not going to do anything more. If package not recd by nov 8,2017 then I will revert",ORDER_DELIVERY_ISSUE,AUTO_HANDLE,NONE,Standard in-transit carrier tracking and estimated delivery date self-service inquiry.,Standard,Routine package delivery status inquiry. Live GPS carrier tracking available directly via Your Orders portal.,4,@120037 You can check the latest updates on your order and track delivery directly in Your Orders: amzn.to/track-package. Let us know if you need anything else! ^SM
GOLD-142,18187,@120039,"@AmazonHelp They have promised me that my cashback of INR 1500 will be received by 5th November, hope this doesn't repeat in future. Thanks #AmazonIndia",ORDER_DELIVERY_ISSUE,AUTO_HANDLE,NONE,Standard in-transit carrier tracking and estimated delivery date self-service inquiry.,Standard,Routine package delivery status inquiry. Live GPS carrier tracking available directly via Your Orders portal.,5,"@120039 I get your concern, Abhilash. Cash back shall be processed as per the timelines shared with you. Rest assured. ^SV"
GOLD-143,18190,@120039,"@AmazonHelp @115850  @120040
Even after your team's promise, I have not received my cashback of INR1500 before deadline given by them.",ORDER_DELIVERY_ISSUE,ESCALATE_TO_HUMAN,FINANCIAL_OR_CARRIER_DISPUTE,Package scanned as delivered but reported missing/stolen from premises; requires carrier GPS audit.,Ambiguous / Multi-intent,"Carrier GPS delivery scan dispute or porch theft. While standard self-service advises 36-hr wait, missing parcel after delivery scan requires carrier claim investigation.",4,@120039 Please reply to the email for further assistance on it. 2/2 ^RW
GOLD-144,18193,@120039,"@AmazonHelp @115850 @120040 Wow this is great, now again i am getting mail that max eligible cashback is INR450. What the heck is wrong with Amazon support. @115850",ORDER_DELIVERY_ISSUE,AUTO_HANDLE,NONE,Standard in-transit carrier tracking and estimated delivery date self-service inquiry.,Standard,Routine package delivery status inquiry. Live GPS carrier tracking available directly via Your Orders portal.,3,@120039 Kindly reply to the email that we've sent. We'll check this for you. ^SG
GOLD-145,18195,@120039,"@AmazonHelp @115850 @120040 I have mailed 3-4 times after that but i am still getting the same standard email, exact same mail",ORDER_DELIVERY_ISSUE,AUTO_HANDLE,NONE,Standard in-transit carrier tracking and estimated delivery date self-service inquiry.,Standard,Routine package delivery status inquiry. Live GPS carrier tracking available directly via Your Orders portal.,5,@120039 You can add your insight by writing back to the e-mail sent by our team. We'll reply to the same. ^MP 2/2
GOLD-146,18198,@120039,@AmazonHelp On 1st Nov your team agreed in mail for cashback of INR1500 and now someone else from your team is saying max INR450. This Is cheating.,ACCOUNT_SECURITY_BILLING,ESCALATE_TO_HUMAN,PII_OR_ACCOUNT_SECURITY,Suspected account takeover or unauthorized transaction. Immediate human security specialist review.,Standard,Customer reports unauthorized activity on account. Automated deflection prohibited; requires account verification specialist.,5,@120039 Kindly reply to the email sent by us for further assistance on this issue. ^RI
GOLD-147,18199,@120039,@AmazonHelp @120040 #AmazonIndia  Expecting your customers to take screenshots of every offer is way too much. I trusted Amazon but the way they treat their customers now a days is ridiculous. Now i don't want any cashback and  credits of Kindle account but treat your customers properly.,DIGITAL_SERVICES_PRIME,AUTO_HANDLE,NONE,"Prime Video, Kindle, or Echo device playback troubleshooting via self-service guide.",Standard,Standard streaming buffer or digital device setup. Can be safely handled with self-service troubleshooting steps.,5,@120039 You can check the latest updates on your order and track delivery directly in Your Orders: amzn.to/track-package. Let us know if you need anything else! ^SM
GOLD-148,18188,@120039,"@AmazonHelp I have submitted all the required details, please do the necessary else i'll have to go to consumer forum this time :(",ORDER_DELIVERY_ISSUE,AUTO_HANDLE,NONE,Standard in-transit carrier tracking and estimated delivery date self-service inquiry.,Standard,Routine package delivery status inquiry. Live GPS carrier tracking available directly via Your Orders portal.,4,@120039 Thanks for sharing your details. We'll get in touch with you soon. ^AK
GOLD-149,18202,@120039,"@AmazonHelp #AmazonIndia ordered echo plus on 6th October, till now have not recieved any cashback. Now customer care is saying i am eligible for (1/2)",DIGITAL_SERVICES_PRIME,AUTO_HANDLE,NONE,"Prime Video, Kindle, or Echo device playback troubleshooting via self-service guide.",Standard,Standard streaming buffer or digital device setup. Can be safely handled with self-service troubleshooting steps.,5,@120039 That's strange. Let me check this out for you. Please drop your details here: https://t.co/rgb8rZzIXD (1/2) ^VM
GOLD-150,19427,@120315,@AmazonHelp No use from your link or Amazon app support call or chat. Please see the order details.just telling us to wait.Not updating the status also. https://t.co/Uwp0eOu6Ia,ORDER_DELIVERY_ISSUE,AUTO_HANDLE,NONE,Standard in-transit carrier tracking and estimated delivery date self-service inquiry.,Standard,Routine package delivery status inquiry. Live GPS carrier tracking available directly via Your Orders portal.,5,"@120315 Please don't provide your order details, we consider it personal information. Our Twitter page is visible to public. (2/2) ^ZH"
GOLD-151,19431,@120315,@AmazonHelp Anyway you are redirecting the above link to your customer support..What is the use of it?? Same reply from them...,ORDER_DELIVERY_ISSUE,AUTO_HANDLE,NONE,Standard in-transit carrier tracking and estimated delivery date self-service inquiry.,Standard,Routine package delivery status inquiry. Live GPS carrier tracking available directly via Your Orders portal.,5,"@120315 Filling in your details wouldn't lead you to our support team, Uday. Please do the same, we'll reach out to you personally. ^JC"
GOLD-152,19434,@120316,@AmazonHelp Daily same msg coming but do not delivered,ORDER_DELIVERY_ISSUE,AUTO_HANDLE,NONE,Standard in-transit carrier tracking and estimated delivery date self-service inquiry.,Standard,Routine package delivery status inquiry. Live GPS carrier tracking available directly via Your Orders portal.,5,@120316 we have missed on the estimated delivery date? 2/2 ^SB
GOLD-153,19435,@120316,"@AmazonHelp Arriving Today: Your package with Dell KM117 Wireless Keyboard Mouse is out for delivery.Amt: Rs.1,399. https://t.co/JuXkvDFU1Q",ORDER_DELIVERY_ISSUE,AUTO_HANDLE,NONE,Standard in-transit carrier tracking and estimated delivery date self-service inquiry.,Standard,Routine package delivery status inquiry. Live GPS carrier tracking available directly via Your Orders portal.,5,"@120316 When the product is out for delivery, it will be delivered before 8 pm. Kindly wait until then. Do keep us posted. ^AK"
GOLD-154,19441,@120317,@AmazonHelp Ok thank for helping.,ORDER_DELIVERY_ISSUE,AUTO_HANDLE,NONE,Standard in-transit carrier tracking and estimated delivery date self-service inquiry.,Standard,Routine package delivery status inquiry. Live GPS carrier tracking available directly via Your Orders portal.,5,@120317 You can check the latest updates on your order and track delivery directly in Your Orders: amzn.to/track-package. Let us know if you need anything else! ^SM
GOLD-155,19447,@120318,"@AmazonHelp Name of account -avaneesh Kumar chaubey 
Contact number -8269451504
Order number - 405-3324870-8447534
Product - titan watch",ACCOUNT_SECURITY_BILLING,ESCALATE_TO_HUMAN,PII_OR_ACCOUNT_SECURITY,Customer posted 10-digit telephone number publicly on Twitter. Mandatory escalation and privacy deletion warning.,Noisy / Slang / Typo,Explicit PII disclosure: Customer published personal contact number (8269451504) in public feed. Strict Amazon security protocol requires immediate routing to secure DM and customer warning to delete public tweet.,4,"@120318 Please don't provide your order details, we consider it personal information. Our Twitter page is visible to public. (2/2) ^ZH"
GOLD-156,19451,@120318,@AmazonHelp Aap logo ki complain national consumer forum me bhi Jr di hai. Complain no is - 483856,ORDER_DELIVERY_ISSUE,AUTO_HANDLE,NONE,Standard in-transit carrier tracking and estimated delivery date self-service inquiry.,Standard,Routine package delivery status inquiry. Live GPS carrier tracking available directly via Your Orders portal.,5,@120318 You can check the latest updates on your order and track delivery directly in Your Orders: amzn.to/track-package. Let us know if you need anything else! ^SM
GOLD-157,19452,@120318,@AmazonHelp Sorry sir but aap logo ne aaj ki date di thi refund krne ki.... Pr abhi tak hua nhi....,RETURN_REFUND_REPLACEMENT,AUTO_HANDLE,NONE,"Standard return authorization, label-free QR drop-off, or replacement request.",Standard,Standard customer return or size exchange within the 30-day window. Self-service Returns Center portal is optimal.,5,@120318 You can check the latest updates on your order and track delivery directly in Your Orders: amzn.to/track-package. Let us know if you need anything else! ^SM
GOLD-158,19461,@120322,@AmazonHelp I did it already~,ORDER_DELIVERY_ISSUE,AUTO_HANDLE,NONE,Standard in-transit carrier tracking and estimated delivery date self-service inquiry.,Standard,Routine package delivery status inquiry. Live GPS carrier tracking available directly via Your Orders portal.,5,"@120322 W/o posting personal info, what is the issue with the orders? What was advised when you contacted? ^PK"
GOLD-159,19464,@120322,"@AmazonHelp Scam, just scam, sellers don't send out my products~ 6 orders. so bad~",ORDER_DELIVERY_ISSUE,AUTO_HANDLE,NONE,Standard in-transit carrier tracking and estimated delivery date self-service inquiry.,Standard,Routine package delivery status inquiry. Live GPS carrier tracking available directly via Your Orders portal.,5,@120322 I'm sorry to hear that. What were you advised when you contacted us by phone/chat? ^DC
GOLD-160,19466,@120322,"@AmazonHelp via Twitter and you people ask me to fill one form, I did and wait to see what happen next~ thanks for asking~",ORDER_DELIVERY_ISSUE,AUTO_HANDLE,NONE,Standard in-transit carrier tracking and estimated delivery date self-service inquiry.,Standard,Routine package delivery status inquiry. Live GPS carrier tracking available directly via Your Orders portal.,5,@120322 You can check the latest updates on your order and track delivery directly in Your Orders: amzn.to/track-package. Let us know if you need anything else! ^SM
GOLD-161,19462,@120322,@AmazonHelp 6 order: 113-2039762-2382613、113-2511164-7606668、113-7544238-7484225、114-5454499-3702646、114-9012608-0575407、114-9109336-9221053,ORDER_DELIVERY_ISSUE,AUTO_HANDLE,NONE,Standard in-transit carrier tracking and estimated delivery date self-service inquiry.,Standard,Routine package delivery status inquiry. Live GPS carrier tracking available directly via Your Orders portal.,5,"@120322 Hi, please don't share order numbers here as this page is public. Please contact us; https://t.co/hApLpMlfHN to look into this. ^JJ"
GOLD-162,19471,@120322,@AmazonHelp I can't find File/View Claim.,ORDER_DELIVERY_ISSUE,AUTO_HANDLE,NONE,Standard in-transit carrier tracking and estimated delivery date self-service inquiry.,Standard,Routine package delivery status inquiry. Live GPS carrier tracking available directly via Your Orders portal.,4,@120322 Hi please contact us here: https://t.co/R55eEQwSEs and a specialist will look into it for you. ^AS
GOLD-163,19473,@120322,"@AmazonHelp Hi, I fill your form already, thanks~",ORDER_DELIVERY_ISSUE,AUTO_HANDLE,NONE,Standard in-transit carrier tracking and estimated delivery date self-service inquiry.,Standard,Routine package delivery status inquiry. Live GPS carrier tracking available directly via Your Orders portal.,5,@120322 You can check the latest updates on your order and track delivery directly in Your Orders: amzn.to/track-package. Let us know if you need anything else! ^SM
GOLD-164,19469,@120322,"@AmazonHelp I was scammed. 6 orders, all sellers are gone and nothing send to me, how could I do now? how to stop my prime membership?",ORDER_DELIVERY_ISSUE,AUTO_HANDLE,NONE,Standard in-transit carrier tracking and estimated delivery date self-service inquiry.,Standard,Routine package delivery status inquiry. Live GPS carrier tracking available directly via Your Orders portal.,5,"@120322 sorry to hear that, from what Amazon marketplace were you shopping from? .com, .co.uk, .es etc? ^AS"
GOLD-165,19475,@120323,@AmazonHelp HorrbleService👿Booked #Redmi4 on 16.10.17.  Neither phn recd nor refnd. complnt alrdy made.  No response at all. Fed up wd amzon,ORDER_DELIVERY_ISSUE,AUTO_HANDLE,NONE,Standard in-transit carrier tracking and estimated delivery date self-service inquiry.,Standard,Routine package delivery status inquiry. Live GPS carrier tracking available directly via Your Orders portal.,5,@120323 I'm sorry for the trouble with your order. Have you reached out to our support team from here: https://t.co/2t6DQoUmNZ? ^RW
GOLD-166,19479,@120324,@AmazonHelp I wuld lyk 2 knw jus 1 simpl&amp; straight answer. Hw mny times u ppl wl ask d same qstn again&amp;again.Coz m juss sick of answring over&amp;over again,ORDER_DELIVERY_ISSUE,AUTO_HANDLE,NONE,Standard in-transit carrier tracking and estimated delivery date self-service inquiry.,Standard,Routine package delivery status inquiry. Live GPS carrier tracking available directly via Your Orders portal.,3,@120324 We don't have access to your account over Twitter. Please share your details in the link and we'll be sure to help you. ^ZH
GOLD-167,19481,@120324,@AmazonHelp sent twice. Ask me if something else you need.,ORDER_DELIVERY_ISSUE,AUTO_HANDLE,NONE,Standard in-transit carrier tracking and estimated delivery date self-service inquiry.,Standard,Routine package delivery status inquiry. Live GPS carrier tracking available directly via Your Orders portal.,5,@120324 I appreciate your understanding in this regard. We've received your details and we'll get back to you at the earliest. ^SC
GOLD-168,19484,@120325,@AmazonHelp I have reported the same..Hoping for a genuine product in perfect condition to be delivered now.,ORDER_DELIVERY_ISSUE,AUTO_HANDLE,NONE,Standard in-transit carrier tracking and estimated delivery date self-service inquiry.,Standard,Routine package delivery status inquiry. Live GPS carrier tracking available directly via Your Orders portal.,5,"@120325 In that case, please fill out this form: https://t.co/GIJyeYqKE0 and we'll look into this for you. ^AM"
GOLD-169,20027,@120403,"@AmazonHelp Nope. Was out for delivery by 9pm. Never came. Now just says ""new estimated delivery nov 2""",ORDER_DELIVERY_ISSUE,AUTO_HANDLE,NONE,Standard in-transit carrier tracking and estimated delivery date self-service inquiry.,Standard,Routine package delivery status inquiry. Live GPS carrier tracking available directly via Your Orders portal.,4,@120403 You can check the latest updates on your order and track delivery directly in Your Orders: amzn.to/track-package. Let us know if you need anything else! ^SM
GOLD-170,20029,@120403,@AmazonHelp Update was sent at 930 pm. Ggs,ORDER_DELIVERY_ISSUE,AUTO_HANDLE,NONE,Standard in-transit carrier tracking and estimated delivery date self-service inquiry.,Standard,Routine package delivery status inquiry. Live GPS carrier tracking available directly via Your Orders portal.,5,@120403 Please reach out to us directly here: https://t.co/hApLpMlfHN and we can look into this further. ^PK
GOLD-171,20034,@120404,@AmazonHelp how do i delete my old credit cards from the list,ORDER_DELIVERY_ISSUE,AUTO_HANDLE,NONE,Standard in-transit carrier tracking and estimated delivery date self-service inquiry.,Standard,Routine package delivery status inquiry. Live GPS carrier tracking available directly via Your Orders portal.,5,@120404 please check this link here: https://t.co/nGMwhpjmNo (2/2) ^KA
GOLD-172,20041,@120322,"@AmazonHelp how to stop my prime membership, since i was scammed and you do nothing to me, i need to cancel my membership.",ORDER_DELIVERY_ISSUE,AUTO_HANDLE,NONE,Standard in-transit carrier tracking and estimated delivery date self-service inquiry.,Standard,Routine package delivery status inquiry. Live GPS carrier tracking available directly via Your Orders portal.,5,@120322 Which Amazon website did this happen on? ^KM
GOLD-173,20051,@120407,@AmazonHelp Amazon has encountered an error. Please try again shortly. This message appears every time I attempt to change my default list for days now.,ORDER_DELIVERY_ISSUE,AUTO_HANDLE,NONE,Standard in-transit carrier tracking and estimated delivery date self-service inquiry.,Standard,Routine package delivery status inquiry. Live GPS carrier tracking available directly via Your Orders portal.,5,@120407 My apologies Christopher. Have you tried from a non mobile device? ^DC
GOLD-174,20052,@120407,@AmazonHelp cannot change default wishlist in any app or browser regardless of mobile device. log out/in does not fix. Error message. Advise,ORDER_DELIVERY_ISSUE,AUTO_HANDLE,NONE,Standard in-transit carrier tracking and estimated delivery date self-service inquiry.,Standard,Routine package delivery status inquiry. Live GPS carrier tracking available directly via Your Orders portal.,5,@120407 Sorry to hear that. What error message are you getting? ^RS
GOLD-175,20423,@120463,@AmazonHelp are brighton tickets available today for the morrissey presale? they aren’t on the website and i got worried,ORDER_DELIVERY_ISSUE,AUTO_HANDLE,NONE,Standard in-transit carrier tracking and estimated delivery date self-service inquiry.,Standard,Routine package delivery status inquiry. Live GPS carrier tracking available directly via Your Orders portal.,5,"@120463 Pls reach out here so we can check this for you 
https://t.co/lnp3A1Qpxe ^KM"
GOLD-176,20431,@120466,@AmazonHelp When will Madam Secretary S4 will be available on Amazon Prime Video India?,DIGITAL_SERVICES_PRIME,AUTO_HANDLE,NONE,"Prime Video, Kindle, or Echo device playback troubleshooting via self-service guide.",Standard,Standard streaming buffer or digital device setup. Can be safely handled with self-service troubleshooting steps.,5,"@120466 Currently, we do not have an update on this. Please stay tuned. ^HK"
GOLD-177,20433,@120467,@AmazonHelp That I do daily. Can't the request be prioritized?,ORDER_DELIVERY_ISSUE,AUTO_HANDLE,NONE,Standard in-transit carrier tracking and estimated delivery date self-service inquiry.,Standard,Routine package delivery status inquiry. Live GPS carrier tracking available directly via Your Orders portal.,3,"@120467 As informed earlier, we will forward your request. However, I request you to wait for it. (2/2)^HR"
GOLD-178,20438,@120468,@AmazonHelp The item doesn't do what I need it to do.,ORDER_DELIVERY_ISSUE,AUTO_HANDLE,NONE,Standard in-transit carrier tracking and estimated delivery date self-service inquiry.,Standard,Routine package delivery status inquiry. Live GPS carrier tracking available directly via Your Orders portal.,5,@120468 Please reach out to us directly here: https://t.co/hApLpMlfHN and we can help arrange a return for you. ^PK
GOLD-179,20442,@120469,@AmazonHelp Please call back me...,ORDER_DELIVERY_ISSUE,AUTO_HANDLE,NONE,Standard in-transit carrier tracking and estimated delivery date self-service inquiry.,Standard,Routine package delivery status inquiry. Live GPS carrier tracking available directly via Your Orders portal.,5,@120469 on 'call me' option and a call shall be connected with our support team. 2/2 ^SH
GOLD-180,20446,@120469,@AmazonHelp No option of call with customer care,ORDER_DELIVERY_ISSUE,AUTO_HANDLE,NONE,Standard in-transit carrier tracking and estimated delivery date self-service inquiry.,Standard,Routine package delivery status inquiry. Live GPS carrier tracking available directly via Your Orders portal.,5,"@120469 If you're unable to arrange a call back, kindly contact our support team using the chat/email option and we'll help you. ^ZH"
GOLD-181,20449,@120469,@AmazonHelp I am already still awaiting since 12.10.2017 for your solution. But no any satisfied resolution provide from Amazon side.,ORDER_DELIVERY_ISSUE,AUTO_HANDLE,NONE,Standard in-transit carrier tracking and estimated delivery date self-service inquiry.,Standard,Routine package delivery status inquiry. Live GPS carrier tracking available directly via Your Orders portal.,5,@120469 Apologies for the ordeal Kaushal. Please share your details here: https://t.co/GIJyeYqKE0 and I'll get back to you. ^HN
GOLD-182,20451,@120469,@AmazonHelp On every reply share your details..,ORDER_DELIVERY_ISSUE,AUTO_HANDLE,NONE,Standard in-transit carrier tracking and estimated delivery date self-service inquiry.,Standard,Routine package delivery status inquiry. Live GPS carrier tracking available directly via Your Orders portal.,5,@120469 You can check the latest updates on your order and track delivery directly in Your Orders: amzn.to/track-package. Let us know if you need anything else! ^SM
GOLD-183,20452,@120469,@AmazonHelp How many time I send detail.??,ORDER_DELIVERY_ISSUE,AUTO_HANDLE,NONE,Standard in-transit carrier tracking and estimated delivery date self-service inquiry.,Standard,Routine package delivery status inquiry. Live GPS carrier tracking available directly via Your Orders portal.,4,@120469 Sorry for the confusion. Please reply to the email sent by our team earlier &amp; we'll update you on this. ^RS
GOLD-184,20455,@120469,@AmazonHelp I already reply,ORDER_DELIVERY_ISSUE,AUTO_HANDLE,NONE,Standard in-transit carrier tracking and estimated delivery date self-service inquiry.,Standard,Routine package delivery status inquiry. Live GPS carrier tracking available directly via Your Orders portal.,5,@120469 You can check the latest updates on your order and track delivery directly in Your Orders: amzn.to/track-package. Let us know if you need anything else! ^SM
GOLD-185,20453,@120469,@AmazonHelp What is this..??,ORDER_DELIVERY_ISSUE,AUTO_HANDLE,NONE,Standard in-transit carrier tracking and estimated delivery date self-service inquiry.,Standard,Routine package delivery status inquiry. Live GPS carrier tracking available directly via Your Orders portal.,2,@120469 You can check the latest updates on your order and track delivery directly in Your Orders: amzn.to/track-package. Let us know if you need anything else! ^SM
GOLD-186,20447,@120469,@AmazonHelp Now I am totally upset with Amazon Service,ORDER_DELIVERY_ISSUE,AUTO_HANDLE,NONE,Standard in-transit carrier tracking and estimated delivery date self-service inquiry.,Standard,Routine package delivery status inquiry. Live GPS carrier tracking available directly via Your Orders portal.,5,@120469 You can check the latest updates on your order and track delivery directly in Your Orders: amzn.to/track-package. Let us know if you need anything else! ^SM
GOLD-187,20443,@120469,@AmazonHelp How many more long time I will wait for solution...?? I am not able to call contact with Amazon care,ORDER_DELIVERY_ISSUE,AUTO_HANDLE,NONE,Standard in-transit carrier tracking and estimated delivery date self-service inquiry.,Standard,Routine package delivery status inquiry. Live GPS carrier tracking available directly via Your Orders portal.,5,@120469 You may request an immediate call back from us here: https://t.co/vlvfJr4nN9. Do you see any error? ^HK
GOLD-188,20458,@120469,@AmazonHelp I already replied,ORDER_DELIVERY_ISSUE,AUTO_HANDLE,NONE,Standard in-transit carrier tracking and estimated delivery date self-service inquiry.,Standard,Routine package delivery status inquiry. Live GPS carrier tracking available directly via Your Orders portal.,3,"@120469 Thanks for the update, we've received your reply to our correspondence. We'll get back to you at the earliest. ^SC"
GOLD-189,20461,@120469,@AmazonHelp No any solution provide from your side and I am unable to contact with Amazon care because our call is blocked by Amazon..,ORDER_DELIVERY_ISSUE,AUTO_HANDLE,NONE,Standard in-transit carrier tracking and estimated delivery date self-service inquiry.,Standard,Routine package delivery status inquiry. Live GPS carrier tracking available directly via Your Orders portal.,5,@120469 Could you please confirm if you have replied to the email sent by us. ^VH
